Sentiment,Word,Freq
1.14560630548,raining,3.91202300543
0.275232184383,vang,2.30258509299
0.702242421785,ioane,1.60943791243
-0.213470153564,yellow,5.91079664404
0.344636594812,factory,5.22574667371
-0.170066436739,four,6.77422388636
0.717313347864,prices,8.85666093702
-0.780461979366,prefix,2.8903717579
1.05285657872,woods,3.68887945411
0.36802440888,dispensers,3.04452243772
0.0249539259791,hanging,6.15697898559
-1.27170085274,conjuring,1.79175946923
0.1647035576,woody,3.66356164613
0.304255227753,gabriella,1.60943791243
0.0526141031375,aggression,2.30258509299
-0.0280265015973,marching,1.79175946923
-0.646407303993,sevens,2.07944154168
-0.697485177684,increase,4.15888308336
0.549606108378,midafternoon,2.19722457734
0.442492525079,canes,4.52178857705
-0.182454810038,urinals,1.94591014906
0.668720123378,eligible,1.79175946923
-0.480058862903,electricity,2.48490664979
0.600366899056,powdery,2.30258509299
-0.62662582447,desiree,2.7080502011
-0.152502568642,quadruple,1.79175946923
0.395197245311,originality,1.94591014906
0.20161127337,gimmick,2.48490664979
-0.041292955861,tingle,1.60943791243
0.681953921415,lori,3.95124371858
0.2181954269,packers,3.85014760171
-0.135899394998,buck,5.78689738137
-0.393510015732,lord,4.85981240436
0.419553360596,immature,2.48490664979
0.466669941665,muffin,5.96100533962
0.609646964318,meadows,3.17805383035
-0.295806386476,shaving,3.25809653802
0.489522972019,swivel,2.07944154168
-0.182784724617,callin,2.3978952728
0.557823216243,deli,6.41673228251
-0.26156829791,regional,3.58351893846
0.782341716982,diesel,4.12713438505
0.463238486099,dell,1.60943791243
-0.0368718015286,buche,2.19722457734
0.899546736895,crackin,3.61091791264
-0.15727976649,figs,3.21887582487
-0.228141162872,uncertain,1.60943791243
0.327692263364,avondale,3.40119738166
-0.371085893483,bringing,5.65599181082
0.457553237407,showroom,3.89182029811
0.54450682486,donkey,3.17805383035
-0.246478937171,tcby,1.79175946923
0.00757066663321,caramels,2.19722457734
-0.207435401085,basics,3.89182029811
0.16346458444,prize,3.68887945411
-0.0511545038936,broiler,1.94591014906
-0.299419826915,wooden,3.66356164613
0.46662359799,bugging,1.79175946923
0.0733270092008,clientele,4.3040650932
-0.552251029428,wednesday,7.09007683578
0.216031728789,piling,1.79175946923
0.216687468139,broiled,3.17805383035
0.894544237772,solid,6.63987583383
0.751957468993,specialties,3.73766961828
-0.248241811226,crotch,1.60943791243
0.63085711734,oooh,3.40119738166
0.306508878076,merengue,1.79175946923
-0.508750542327,caramelo,1.94591014906
-0.235725623041,fritter,4.04305126783
0.00820156138173,paneer,4.46590811865
-0.0647918043305,cloves,2.07944154168
